"amenity","latitude","longitude","type"
"Opp Newton Fc",1.312303056,103.8407256,"Bus Stop"
"Newton Fc",1.312053077,103.8402965,"Bus Stop"
"Shell Kiosk",1.311423056,103.84266,"Bus Stop"
"Giant(Yishun Avenue 5)",1.430618422,103.8287651,"Market"
"Giant(Yishun Street 22)",1.435915985,103.8378584,"Market"
"Newton Life Ch",1.314537793,103.8408285,"Bus Stop"
"Promenade Mrt",1.293652117,103.8610172,"Train"
"Opp Suntec City",1.295947793,103.8575904,"Bus Stop"
"Suntec City",1.295962317,103.8579517,"Bus Stop"
"Shaw Towers",1.296280955,103.8567431,"Shopping Mall"
"The South Beach",1.294987377,103.8562759,"Shopping Mall"
"Suntec City Mall",1.294499094,103.857987,"Shopping Mall"
"Opp Blk 73",1.334031673,103.8512814,"Bus Stop"
"Thomson Med Ctr",1.325612833,103.8418615,"Bus Stop"
"Opp Thomson Med Ctr",1.324894534,103.8421174,"Bus Stop"
"Takashimaya Shopping Centre",1.302308151,103.8347495,"Shopping Mall"
"Aft Aa Ctr",1.295931389,103.8393781,"Bus Stop"
"Bef Aa Ctr",1.295780242,103.8396127,"Bus Stop"
"Opp Blk 590c",1.449195252,103.8270354,"Bus Stop"
"Blk 590c",1.449393465,103.8268558,"Bus Stop"
"The Heeren Shops",1.302685033,103.8373173,"Shopping Mall"
"Opp Shaw Twrs",1.296958889,103.8565561,"Bus Stop"
"Opp Carlisle Rd",1.315839417,103.8469337,"Bus Stop"
"Bef Carlisle Rd",1.31572307,103.847075,"Bus Stop"
"Ntuc Fairprice (Cambridge Blk 43)",1.315315948,103.8494542,"Market"
"Opp Tan Tong Meng Twr",1.32770448,103.8409547,"Bus Stop"
"Opp Raffles Hotel",1.294286942,103.8550381,"Bus Stop"
"Raffles Hotel",1.295296386,103.8553904,"Bus Stop"
"Blk 236",1.434272216,103.8392293,"Bus Stop"
"Blk 227",1.4353797,103.8368075,"Bus Stop"
"268 Orchard Road",1.302894992,103.8369201,"Shopping Mall"
"Opp Sembawang Shop Ctr",1.441356114,103.8241875,"Bus Stop"
"Aft Canberra Rd",1.443159194,103.8239851,"Bus Stop"
"Aft Sembawang Shop Ctr",1.440851088,103.82473,"Bus Stop"
"Blk 52",1.338628333,103.8526889,"Bus Stop"
"Toa Payoh Police Ctr",1.340449459,103.8500031,"Bus Stop"
"Blk 56",1.337024206,103.8499296,"Bus Stop"
"Opp Blk 1004",1.344313138,103.8476609,"Bus Stop"
"Opp Blk 998",1.34404853,103.8502616,"Bus Stop"
"Opp Philips S'pore",1.336404989,103.843574,"Bus Stop"
"Blk 291",1.43560782,103.8368437,"Bus Stop"
"Bef Zion Full Gospel Ch",1.297960115,103.8305318,"Bus Stop"
"Aft Zion Full Gospel Ch",1.297455989,103.8299632,"Bus Stop"
"Bishan Int",1.350455412,103.8498808,"Bus Stop"
"Rosewood",1.431721937,103.7863031,"Bus Stop"
"Aft Blk 353",1.431897049,103.7862245,"Bus Stop"
"Opp Innova Jc",1.430130569,103.7870687,"Bus Stop"
"Ntuc Fairprice (Woodlands Civic Ctr)",1.435041288,103.7869263,"Market"
"Cold Storage Causeway Point ( Closed For Renovation. Re-Opens In June 2011 )",1.436088676,103.78601,"Market"
"Blk 506a",1.452058697,103.8242877,"Bus Stop"
"Opp Blk 507a",1.452721743,103.8243134,"Bus Stop"
"Blk 589d",1.449741296,103.8239761,"Bus Stop"
"Blk 120",1.439550433,103.7806553,"Bus Stop"
"Opp Blk 12",1.440158823,103.7788679,"Bus Stop"
"Woodlands North Plaza",1.442845034,103.7908255,"Shopping Mall"
"Blk 774",1.423714749,103.8316467,"Bus Stop"
"Opp Blk 774",1.423978611,103.8315575,"Bus Stop"
"Blk 773",1.422973728,103.8327672,"Bus Stop"
"Bef Blk 935",1.424868879,103.8360659,"Bus Stop"
"Aft Erc Inst",1.296169722,103.8325586,"Bus Stop"
"Jackson Sq",1.336831139,103.8497472,"Bus Stop"
"Opp Fuchun Sec Sch",1.42907408,103.7777511,"Bus Stop"
"Fuchun Sec Sch",1.429234128,103.7776058,"Bus Stop"
"Bef Woodgrove Condo",1.430848889,103.783735,"Bus Stop"
"Aft Blk 336",1.430825,103.7829908,"Bus Stop"
"Blk 309",1.432265097,103.8401967,"Bus Stop"
"Blk 314",1.431811316,103.8419602,"Bus Stop"
"Opp Erc Inst",1.296361993,103.8322513,"Bus Stop"
"Aft Tomlinson Rd",1.306026376,103.8256804,"Bus Stop"
"Grange 80 Condo",1.299103052,103.8283929,"Bus Stop"
"Blk 590a",1.450599271,103.8269643,"Bus Stop"
"Blk 237",1.340018333,103.8527333,"Bus Stop"
"Aft Posbank",1.311035833,103.8428175,"Bus Stop"
"Woodsvale Condo",1.443887062,103.8062228,"Bus Stop"
"Opp Woodsvale Condo",1.444306976,103.8071378,"Bus Stop"
"Opp Blk 871",1.412521209,103.837945,"Bus Stop"
"Blk 871",1.412892533,103.8381068,"Bus Stop"
"Segar Lrt",1.387801181,103.7695536,"Train"
"Fajar Lrt",1.384562832,103.7707153,"Train"
"Blk 547c",1.388541894,103.7684297,"Bus Stop"
"Fajar Shopping Centre",1.384005158,103.7710293,"Shopping Mall"
"Blk 413",1.382133371,103.7684504,"Bus Stop"
"Bet Blks 502/503",1.383779602,103.766031,"Bus Stop"
"Bangkit Lrt",1.380054348,103.7725346,"Train"
"Blk 219",1.374022257,103.7726396,"Bus Stop"
"Opp Blk 219",1.373550535,103.7729353,"Bus Stop"
"Opp Bt Panjang Pr Sch",1.373225305,103.7702931,"Bus Stop"
"Bt Panjang Plaza",1.380069722,103.7639603,"Bus Stop"
"Aft Petir Stn",1.37732276,103.7672669,"Bus Stop"
"Blk 127",1.376100158,103.7692182,"Bus Stop"
"Blk 548b",1.389271446,103.7687969,"Bus Stop"
"Fajar Stn",1.384585562,103.7707957,"Bus Stop"
"Opp Fajar Stn",1.38422184,103.7702068,"Bus Stop"
"Opp Bangkit Stn",1.379888033,103.7723308,"Bus Stop"
"Bangkit Stn",1.380215011,103.7725763,"Bus Stop"
"Opp Jelapang Stn",1.386791083,103.764919,"Bus Stop"
"Bet Blks 443a/443b",1.381333034,103.7693281,"Bus Stop"
"Blk 442d",1.38084523,103.771149,"Bus Stop"
"Opp Blk 271",1.37751089,103.773912,"Bus Stop"
"Blk 270",1.376082222,103.7742778,"Bus Stop"
"Zhenghua Pr Sch",1.379166868,103.7693349,"Bus Stop"
"Opp Zhenghua Pr Sch",1.378461111,103.7698308,"Bus Stop"
"Opp Blk 171",1.378792776,103.7670265,"Bus Stop"
"Opp Blk 253",1.379304102,103.7743492,"Bus Stop"
"Blk 171",1.378882219,103.766725,"Bus Stop"
"Blk 174",1.38049595,103.7664914,"Bus Stop"
"Cashew Pk Condo",1.371628817,103.7676025,"Bus Stop"
"Bt Panjang Pr Sch",1.3733175,103.7700625,"Bus Stop"
"Opp Blk 502",1.383533778,103.7659952,"Bus Stop"
"Blk 401a Cp",1.381170297,103.7691773,"Bus Stop"
"Blk 202",1.372421342,103.7744136,"Bus Stop"
"Min Of Defence",1.372299722,103.7629815,"Bus Stop"
"Aft Chestnut Ave",1.368234524,103.7755885,"Bus Stop"
"Bef Chestnut Ave",1.367725821,103.7753088,"Bus Stop"
"Bef Cashew Rd",1.368632533,103.7647411,"Bus Stop"
"Bef Dairy Farm Rd",1.36645895,103.7755877,"Bus Stop"
"Aft Dairy Farm Rd",1.365742843,103.7753149,"Bus Stop"
"Bef Glendale Pk Condo",1.364398389,103.7651795,"Bus Stop"
"Opp Glendale Pk Condo",1.363636084,103.764891,"Bus Stop"
"Opp Hillview Hts",1.361455,103.7643675,"Bus Stop"
"Hillview Hts",1.361313333,103.7645311,"Bus Stop"
"Opp Dairy Farm Rd",1.365113515,103.7669801,"Bus Stop"
"Opp Hillbrooks",1.359002542,103.7620644,"Bus Stop"
"Hillbrooks",1.358595344,103.7631966,"Bus Stop"
"Glendale Pk Condo",1.362225692,103.7658812,"Bus Stop"
"Hillington Green Condo",1.360369354,103.7642753,"Bus Stop"
"Bef Summerhill",1.3583911,103.764928,"Bus Stop"
"Hillview Green",1.358155756,103.7651262,"Bus Stop"
"Opp Symphony Hts",1.356753692,103.7675829,"Bus Stop"
"Bet Blks 139/140",1.375783333,103.7693522,"Bus Stop"
"Phoenix Stn",1.378356028,103.7577368,"Bus Stop"
"Opp Blk 295",1.377987023,103.7412005,"Bus Stop"
"Opp Blk 704",1.39086231,103.7449782,"Bus Stop"
"Blk 315",1.359929121,103.7463791,"Bus Stop"
"Punggol Mrt",1.405684233,103.9026909,"Train"
"Cove Lrt",1.399258956,103.9059857,"Train"
"Damai Lrt",1.405059558,103.9085939,"Train"
"Aft Punggol Ctrl",1.403266638,103.9032588,"Bus Stop"
"Punggol Temp Int",1.403706299,103.9022434,"Bus Stop"
"Opp Blk 293",1.404028428,103.9048076,"Bus Stop"
"Sheng Siong Hypermarket(Punggol Central)",1.403708163,103.9061334,"Market"
"Ntuc Fairprice (Punggol Drive Block 612)",1.404611435,103.9086698,"Market"
"Ntuc Fairprice (Rivervale Mall)",1.39221733,103.9044731,"Market"
"Waterway Point",1.406425496,103.9022377,"Shopping Mall"
"Rivervale Mall",1.39221733,103.9044731,"Shopping Mall"
"Punggol Plaza",1.394183428,103.9129761,"Shopping Mall"
"Oasis Lrt",1.402315598,103.9126629,"Train"
"Sam Kee Lrt U+C",1.409641642,103.9048467,"Train"
"Opp Blk 612a",1.404943889,103.909135,"Bus Stop"
"Bef Punggol Dr",1.406623611,103.9082731,"Bus Stop"
"Blk 612a",1.40455,103.9093081,"Bus Stop"
"Ntuc Fairprice (Punggol Plaza)",1.394259034,103.9130509,"Market"
"Sumang Lrt U+C",1.408435444,103.8985431,"Train"
"Nibong Lrt U+C",1.411853326,103.9003047,"Train"
"Soo Teck Lrt U+C",1.405095377,103.8972215,"Train"
"Opp Blk 322 Cp",1.410557182,103.897636,"Bus Stop"
"Blk 322 Cp",1.41069,103.8975919,"Bus Stop"
"Opp Blk 315b",1.408801111,103.8958402,"Bus Stop"
"Cold Storage Compass Point",1.392054305,103.8950639,"Market"
"Compass One",1.392093489,103.8949797,"Shopping Mall"
"Compass Point",1.392054305,103.8950639,"Shopping Mall"
"Bef Blk 264",1.406244969,103.8995745,"Bus Stop"
"Blk 310b",1.409823056,103.9009779,"Bus Stop"
"Blk 312 Cp",1.409858889,103.9012999,"Bus Stop"
"Meridian Lrt",1.396872633,103.9090224,"Train"
"Opp Blk 199c",1.400921588,103.9053104,"Bus Stop"
"Aft Punggol Rd",1.400405607,103.9038751,"Bus Stop"
"Opp Blk 201a",1.40083471,103.9035802,"Bus Stop"
"Rumbia Lrt",1.390959687,103.906161,"Train"
"Bef Punggol Rd",1.395273569,103.9054,"Bus Stop"
"Blk 101c",1.398568723,103.9066529,"Bus Stop"
"Kadaloor Lrt",1.399645705,103.9163316,"Train"
"Riviera Lrt",1.394619002,103.9161942,"Train"
"Kadaloor Stn",1.399427,103.916593,"Bus Stop"
"Opp Horizon Pr Sch",1.399462091,103.9139538,"Bus Stop"
"Blk 259 Cp",1.404551428,103.8949706,"Bus Stop"
"Opp Blk 259 Cp",1.404563202,103.8949605,"Bus Stop"
"Soo Teck Stn",1.404440466,103.8969248,"Bus Stop"
"Coral Edge Lrt",1.393733642,103.9125841,"Train"
"Blk 126a",1.394295828,103.9119024,"Bus Stop"
"Opp Blk 126a",1.394494243,103.9120935,"Bus Stop"
"Compassvale Lrt",1.394092541,103.9007656,"Train"
"Blk 196a",1.398911231,103.9067353,"Bus Stop"
"Blk 196c",1.399172465,103.9076717,"Bus Stop"
"Blk 102c",1.398935745,103.904748,"Bus Stop"
"Opp Blk 103a",1.398450741,103.9041638,"Bus Stop"
"Opp Blk 264a",1.406531821,103.8987118,"Bus Stop"
"Blk 315b",1.408138372,103.8959027,"Bus Stop"
"Punggol Point Lrt U+C",1.416685246,103.9066472,"Train"
"Samudera Lrt U+C",1.41587607,103.9021395,"Train"
"Teck Lee Lrt U+C",1.412790119,103.906591,"Train"
"Blk 173b",1.397356311,103.9085911,"Bus Stop"
"Horizon Pr Sch",1.399447814,103.9138491,"Bus Stop"
"Oasis Stn",1.402015,103.9128569,"Bus Stop"
"Aft Punggol Dr",1.4067525,103.9078761,"Bus Stop"
"Punggol View Pr Sch",1.405894041,103.9047262,"Bus Stop"
"Opp Blk 296",1.401339484,103.9058051,"Bus Stop"
"Blk 162b",1.396710154,103.9146722,"Bus Stop"
"Blk 649",1.396951554,103.9147884,"Bus Stop"
"Blk 166a",1.39428248,103.9157653,"Bus Stop"
"Edgefield Pr Sch",1.401737461,103.9076298,"Bus Stop"
"Aft Punggol Field",1.391614333,103.9141033,"Bus Stop"
"Waterwoods",1.390317667,103.9129427,"Bus Stop"
"Ntuc Fairprice (Rivervale Plaza)",1.385553097,103.9019607,"Market"
"Blk 661a",1.402807759,103.9163376,"Bus Stop"
"Blk 682a",1.402886703,103.9162676,"Bus Stop"
"Blk 268c",1.403133066,103.8980439,"Bus Stop"
"Bef Punggol Ctrl",1.396826944,103.9179331,"Bus Stop"
"Atf Punggol Ctrl",1.396813889,103.9175469,"Bus Stop"
"Opp Blk 268d",1.402865,103.898518,"Bus Stop"
"Twin Waterfalls",1.402538097,103.8968189,"Bus Stop"
"Bet Blks 187/188",1.399297261,103.911034,"Bus Stop"
"Greendale Pr Sch",1.396787241,103.9120228,"Bus Stop"
"Punggol Sec Sch",1.402011651,103.9078331,"Bus Stop"
"Blk 178",1.399637478,103.9082498,"Bus Stop"
"Opp Punggol Sec Sch",1.402257,103.910072,"Bus Stop"
"Opp Blk 166a",1.394104614,103.9160348,"Bus Stop"
"Blk 672a",1.40587968,103.9125169,"Bus Stop"
"Aft Tpe",1.401725291,103.8963181,"Bus Stop"
"Blk 301a",1.403979627,103.9065564,"Bus Stop"
"Cheng Lim Lrt",1.396264598,103.8936512,"Train"
"Blk 272c",1.402178056,103.900575,"Bus Stop"
"Opp Blk 272c",1.40194695,103.900923,"Bus Stop"
"Opp Punggol View Pr Sch",1.405523,103.904353,"Bus Stop"
"Bakau Lrt",1.388505442,103.9064747,"Train"
"Opp Blk 178a",1.388894001,103.908784,"Bus Stop"
"Blk 153",1.391162469,103.9063945,"Bus Stop"
"Blk 146a",1.391057778,103.9061436,"Bus Stop"
"Sengkang Mrt",1.391600386,103.8954166,"Train"
"Blk 298a",1.39490129,103.9018595,"Bus Stop"
"Blk 297a",1.394653861,103.9004624,"Bus Stop"
"Blk 190c",1.395043822,103.9023682,"Bus Stop"
"Blk 156a Cp",1.392005129,103.9071275,"Bus Stop"
"Farmway Lrt",1.397216557,103.8891997,"Train"
"Blk 226a",1.4024,103.8936,"Bus Stop"
"Blk 224a",1.402291,103.8937,"Bus Stop"
"Blk 227a",1.403856,103.8934,"Bus Stop"
"Punggol Rd End",1.420625393,103.9105347,"Bus Stop"
"Opp Track 22",1.416705762,103.9094801,"Bus Stop"
"Rivervale Pr Sch",1.393222056,103.9039566,"Bus Stop"
"Opp Rivervale Pr Sch",1.393050302,103.9037334,"Bus Stop"
"Opposite Blk 227a",1.404046,103.8925,"Bus Stop"
"Kangkar Lrt",1.384685611,103.9022542,"Train"
"Blk 122f",1.387678056,103.9052739,"Bus Stop"
"Blk 122c",1.387720204,103.9066129,"Bus Stop"
"Blk 158c",1.387868072,103.9067669,"Bus Stop"
"Opp Blk 293d",1.39720056,103.8949069,"Bus Stop"
"Blk 286b",1.39790167,103.8953636,"Bus Stop"
"After Sumang Lane",1.403521,103.8912,"Bus Stop"
"Before Sumang Lane",1.403562,103.8912,"Bus Stop"
"Ntuc Fairprice (Fernvale Point)",1.391861967,103.8767406,"Market"
"Blk 250a",1.39143144,103.8995695,"Bus Stop"
"Blk 248a",1.392961978,103.8984687,"Bus Stop"
"St. Anne's Ch",1.393084408,103.9012936,"Bus Stop"
"Blk 261",1.394956244,103.8943683,"Bus Stop"
"Blk 160",1.387145366,103.9083801,"Bus Stop"
"Opp Blk 157a",1.387304771,103.9093397,"Bus Stop"
"St. Anne's Wood",1.391053694,103.9023725,"Bus Stop"
"Blk 259c",1.393765715,103.8985042,"Bus Stop"
"Blk 137",1.389368441,103.9049889,"Bus Stop"
"Blk 142a",1.389498056,103.90519,"Bus Stop"
"Layar Lrt",1.392208667,103.8799603,"Train"
"Kupang Lrt",1.39823704,103.8811656,"Train"
"Bef Fernvale Link",1.395493907,103.880945,"Bus Stop"
"Aft Fernvale Link",1.396005293,103.8792729,"Bus Stop"
"Ntuc Fairprice (Seletar Mall)",1.391393061,103.8760677,"Market"
"Ntuc Fairprice (Jalan Kayu)",1.392138285,103.8724906,"Market"
"The Seletar Mall",1.391469487,103.8761252,"Shopping Mall"
"Buangkok Stn",1.383344707,103.8932683,"Bus Stop"
"Aft Sengkang East Dr",1.379984232,103.9019509,"Bus Stop"
"Opp Blk 477a",1.378393093,103.9032366,"Bus Stop"
"Blk 477a",1.378201655,103.9035273,"Bus Stop"
"Bef Blk 471b",1.377159,103.9001278,"Bus Stop"
"Opp Serangoon Sec Sch",1.375578863,103.901119,"Bus Stop"
"Opp Blk 475b",1.375913048,103.899636,"Bus Stop"
"Opp S'goon Sec Sch",1.374538056,103.9028237,"Bus Stop"
"Serangoon Sec Sch",1.37526505,103.9013472,"Bus Stop"
"Blk 557",1.380279751,103.890605,"Bus Stop"
"Opp Blk 558",1.380958026,103.8902513,"Bus Stop"
"Bef Buangkok Dr",1.383046111,103.8896058,"Bus Stop"
"Bef Sengkang East Ave",1.38533639,103.8907422,"Bus Stop"
"Opp Blk 204 Cp",1.388647795,103.8950517,"Bus Stop"
"Blk 204 Cp",1.388378109,103.8953369,"Bus Stop"
"Blk 204c",1.387762938,103.8942627,"Bus Stop"
"Aft Buangkok Dr",1.382886389,103.8891108,"Bus Stop"
"Opp Blk 223d",1.388948708,103.8968917,"Bus Stop"
"Thanggam Lrt",1.397326892,103.8755195,"Train"
"Opp The Rivervale",1.381596968,103.8972095,"Bus Stop"
"The Rivervale",1.381514078,103.8974924,"Bus Stop"
"Blk 267 Cp",1.383688353,103.8975137,"Bus Stop"
"Sengkang Int",1.391780604,103.895885,"Bus Stop"
"Sengkang Stn",1.392339157,103.8960682,"Bus Stop"
"Opp Blk 241",1.390599559,103.8974261,"Bus Stop"
"Bef Sengkang East Dr",1.380187386,103.9013807,"Bus Stop"
"Opp Blk 101",1.382125,103.8992683,"Bus Stop"
"Opp Pei Hwa Sec Sch",1.391497941,103.8776459,"Bus Stop"
"Aft Sengkang East Ave",1.385752735,103.8912153,"Bus Stop"
"Blk 309d",1.39044,103.885698,"Bus Stop"
"Anchor Green Pr Sch",1.39121,103.8863089,"Bus Stop"
"Opp Blk 310b",1.390019742,103.8846017,"Bus Stop"
"Blk 227d",1.387118273,103.9016264,"Bus Stop"
"Blk 124",1.387327419,103.901924,"Bus Stop"
"Blk 313b",1.390995059,103.8883491,"Bus Stop"
"Blk 306 Cp",1.390717311,103.8885346,"Bus Stop"
"Nan Chiau High Sch",1.390025942,103.8904406,"Bus Stop"
"Blk 747a",1.378297398,103.9333876,"Bus Stop"
"Blk 119d",1.386021111,103.9035319,"Bus Stop"
"Blk 333b",1.394256762,103.8914449,"Bus Stop"
"Blk 323b",1.392032891,103.8930712,"Bus Stop"
"Opp Blk 323b",1.392309539,103.8934667,"Bus Stop"
"Blk 301d",1.388093054,103.8916788,"Bus Stop"
"Blk 303b",1.387179564,103.8897179,"Bus Stop"
"Opp Blk 303b",1.386835756,103.8897322,"Bus Stop"
"Blk 321 Cp",1.389944754,103.8913545,"Bus Stop"
"Blk 325 Cp",1.39385006,103.8916701,"Bus Stop"
"Opp Blk 261",1.394432042,103.8938316,"Bus Stop"
"Blk 223d",1.3890889,103.8971088,"Bus Stop"
"Opp Blk 110",1.384031362,103.8996135,"Bus Stop"
"Blk 208 Cp",1.383938281,103.8976592,"Bus Stop"
"Blk 317b",1.394243778,103.888691,"Bus Stop"
"Blk 326 Cp",1.394590402,103.8884427,"Bus Stop"
"Opp Blk 313 Cp",1.392725618,103.887009,"Bus Stop"
"Blk 311a",1.390567926,103.8842549,"Bus Stop"
"Blk 117a",1.383533056,103.902155,"Bus Stop"
"Opp Blk 200b",1.386480382,103.8926909,"Bus Stop"
"Blk 201 Cp",1.388251387,103.8920896,"Bus Stop"
"Blk 201c",1.387767979,103.8940144,"Bus Stop"
"Blk 200b",1.386768071,103.8925215,"Bus Stop"
"Hockey Stadium",1.394782569,103.8863325,"Bus Stop"
"Opp Blk 203a",1.386054076,103.8951336,"Bus Stop"
"Blk 203b",1.386587413,103.8946421,"Bus Stop"
"Blk 117c",1.383549732,103.90365,"Bus Stop"
"Blk 206a",1.386697098,103.8962889,"Bus Stop"
"Blk 235",1.391028856,103.8999867,"Bus Stop"
"Bef Sengkang Fire Stn",1.380132945,103.8947799,"Bus Stop"
"Opp Sengkang Fire Stn",1.379721325,103.8952724,"Bus Stop"
"Opp Blk 121",1.387157147,103.9041758,"Bus Stop"
"Blk 305d",1.388889301,103.8869443,"Bus Stop"
"Blk 313 Cp",1.392599722,103.8871397,"Bus Stop"
"Opp Blk 119a",1.3840964,103.904338,"Bus Stop"
"Opp Blk 305 Cp",1.388137999,103.887591,"Bus Stop"
"Blk 911",1.379123069,103.8832693,"Bus Stop"
"Blk 913",1.378373338,103.8844592,"Bus Stop"
"Opp Blk 913",1.378093387,103.8846803,"Bus Stop"
"Bef Jln Kayu",1.394836197,103.8734686,"Bus Stop"
"Aft Lor Tanggam",1.395157967,103.8739192,"Bus Stop"
"Aft Seletar West F'way 2",1.393121621,103.8726496,"Bus Stop"
"Opp Jln Tari Lilin",1.398516603,103.8729605,"Bus Stop"
"Jln Kayu Shophouse",1.397050243,103.873073,"Bus Stop"
"Aft Abundant Grace Ch",1.396529722,103.8731139,"Bus Stop"
"Pei Hwa Sec Sch",1.39100245,103.877085,"Bus Stop"
"Aft Fernvale Lane",1.390875385,103.8746649,"Bus Stop"
"Bef Fernvale Lane",1.390680287,103.8746787,"Bus Stop"
"Opp Blk 405c",1.389664311,103.8732874,"Bus Stop"
"Opp Blk 432a",1.395458285,103.876977,"Bus Stop"
"Blk 432a",1.395049992,103.877,"Bus Stop"
"Bef Tpe",1.399550119,103.8723207,"Bus Stop"
"Blk 403a",1.389250235,103.8729858,"Bus Stop"
"Aft Sengkang West Rd",1.389805947,103.8707436,"Bus Stop"
"Bef Seletar West F'way 4",1.393179098,103.872471,"Bus Stop"
"Opp Seletar Hills Est",1.387394476,103.8730234,"Bus Stop"
"Seletar Hills Est",1.38705246,103.8729845,"Bus Stop"
"Aft Jln Selaseh",1.385803333,103.8753414,"Bus Stop"
"Bef Jln Selaseh",1.385532381,103.8751417,"Bus Stop"
"Aft Jln Kayu",1.388025879,103.8703718,"Bus Stop"
"Bef Sengkang West Rd",1.389398338,103.8704002,"Bus Stop"
"Aft Jln Redop",1.387734644,103.8699865,"Bus Stop"
"Ch Of St. Vincent De Paul",1.382565,103.876735,"Bus Stop"
"Bef Gerald Dr",1.382241667,103.8770008,"Bus Stop"
"Hougang G. Shop Mall",1.379806407,103.888185,"Bus Stop"
"Opp Hougang G. Shop Mall",1.379733333,103.8886067,"Bus Stop"
"Blk 579",1.37938473,103.8864031,"Bus Stop"
"Opp Techplace 2",1.378542757,103.8655186,"Bus Stop"
"Bet Blks 930/931",1.375144743,103.8807864,"Bus Stop"
"Blk 665",1.374401341,103.88354,"Bus Stop"
"Blk 946a",1.37488765,103.8806769,"Bus Stop"
"Blk 687",1.375956389,103.8847014,"Bus Stop"
"Blk 919",1.375486404,103.8845867,"Bus Stop"
"Opp Blk 579",1.379568333,103.8857647,"Bus Stop"
"Blk 980c",1.379775113,103.8813549,"Bus Stop"
"Opp Blk 980c",1.380198368,103.8815515,"Bus Stop"
"Blk 969",1.37889334,103.8789799,"Bus Stop"
"Serenity Pk",1.390494473,103.8599335,"Bus Stop"
"Opp Tas Receiving Stn",1.389763717,103.8625381,"Bus Stop"
"Tas Receiving Stn",1.390097479,103.8626325,"Bus Stop"
"Hougang Pr Sch",1.377487778,103.8814928,"Bus Stop"
"Opp Dedap Rd",1.389306389,103.8654867,"Bus Stop"
"Aft Dedap Rd",1.389066907,103.8651774,"Bus Stop"
"Blk 943",1.373808372,103.8811096,"Bus Stop"
"Opp Amk Ind Pk 2",1.377871389,103.8626631,"Bus Stop"
"Marina South Pier Mrt",1.271422,103.863581,"Train"
"Tuas Link Mrt",1.340371,103.636866,"Train"
"Tuas West Road Mrt",1.330075,103.639636,"Train"
"Tuas Crescent Mrt",1.321091,103.649075,"Train"
"Gul Circle Mrt",1.319809,103.66083,"Train"
"Joo Koon Mrt",1.327826,103.678318,"Train"
"Harbourfront Mrt",1.265453,103.820514,"Train"
"Farrer Park Mrt",1.312679,103.854872,"Train"
"Potong Pasir Mrt",1.331316,103.868779,"Train"
"Woodleigh Mrt",1.339202,103.870727,"Train"
"Lorong Chuan Mrt",1.35153,103.864957,"Train"
"One-North Mrt",1.299854,103.787584,"Train"
"Kent Ridge Mrt",1.293629,103.784441,"Train"
"Haw Par Villa Mrt",1.283149,103.781991,"Train"
"Pasir Panjang Mrt",1.276111,103.791893,"Train"
"Labrador Park Mrt",1.27218,103.802557,"Train"
"Telok Blangah Mrt",1.270769,103.809878,"Train"
"Bukit Panjang Mrt",1.37834,103.762452,"Train"
"Geylang Bahru Mrt",1.321479,103.871457,"Train"
"Sam Kee Lrt",1.409808,103.90492,"Train"
"Teck Lee Lrt",1.412783,103.906565,"Train"
