"amenity","latitude","longitude","type"
"Pcf Sparkletots Preschool @ Kebun Baru Blk 109 Cc",1.37009653482599,103.837687774337,"Pre-School"
"Pcf Sparkletots Preschool @ Kebun Baru Blk 172 Cc",1.37469422067974,103.836462874222,"Pre-School"
"Pcf Sparkletots Preschool @ Kebun Baru Blk 180 Cc",1.3766770568122,103.838361041106,"Pre-School"
"Pcf Sparkletots Preschool @ Kebun Baru Blk 260b Cc",1.36886318570119,103.833950067753,"Pre-School"
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 116 Ds",1.32278532818172,103.911863015232,"Pre-School"
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 32 Cc",1.32371727806336,103.925001089389,"Pre-School"
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 341 Cc",1.32671260469906,103.90156075308,"Pre-School"
"Pcf Sparkletots Preschool @ Kolam Ayer Blk 26b Cc",1.32166850041367,103.862718565629,"Pre-School"
"Pcf Sparkletots Preschool @ Kolam Ayer Blk 39 Cc",1.32075604290592,103.866219436779,"Pre-School"
"Pcf Sparkletots Preschool @ Kolam Ayer Blk 8 Ds",1.31270729273679,103.870690589283,"Pre-School"
"Pcf Sparkletots Preschool @ Kreta Ayer-Kim Seng Blk 79 Ds",1.29107461638082,103.828690178432,"Pre-School"
"Pcf Sparkletots Preschool @ Limbang Blk 543 Ey",1.39402626102488,103.744121086609,"Pre-School"
"Pcf Sparkletots Preschool @ Limbang Blk 567 Cc",1.39513212358428,103.745875296334,"Pre-School"
"Pcf Sparkletots Preschool @ Limbang Blk 786 Ey",1.39508340180635,103.748349083864,"Pre-School"
"Pcf Sparkletots Preschool @ Macpherson Blk 54 Cc",1.32385643974552,103.887585361411,"Pre-School"
"Pcf Sparkletots Preschool @ Marine Parade Blk 46 Ds",1.30510474291299,103.912659621658,"Pre-School"
"Pcf Sparkletots Preschool @ Marsiling Cc",1.43583172825567,103.780638938914,"Pre-School"
"Pcf Sparkletots Preschool @ Marsiling Blk 12 Cc",1.44051411311636,103.778621618795,"Pre-School"
"Pcf Sparkletots Preschool @ Marsiling Blk 302 Cc",1.43151114459948,103.774428428987,"Pre-School"
"Pcf Sparkletots Preschool @ Marsiling Blk 334 Cc",1.4300441580809,103.780454643963,"Pre-School"
"Pcf Sparkletots Preschool @ Marsiling Blk 339 Cc",1.43100437238958,103.781602337672,"Pre-School"
"Pcf Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 Ds",1.31391658403565,103.852209772221,"Pre-School"
"Pcf Sparkletots Preschool @ Moulmein-Cairnhill Blk 50",1.31313098947673,103.850867853434,"Pre-School"
"Pcf Sparkletots Preschool @ Nanyang Blk 825 Cc",1.34619008917108,103.693228524675,"Pre-School"
"Pcf Sparkletots Preschool @ Nanyang Blk 922 Cc",1.33908791733836,103.689229118121,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon Central Blk 646 Ds",1.42211202299166,103.837491394187,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon East Blk 312 Cc",1.4315823437928,103.841280619836,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon East Blk 357 Cc",1.42590765390756,103.845994790132,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon East Blk 367 Ey",1.42959194362714,103.845121450591,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon East Blk 671 Ds",1.41919116256839,103.841581273115,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon South Blk 723 Cc",1.42596202307698,103.829779475045,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon South Blk 781 Cc",1.42218596101413,103.83235964072,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon South Blk 852 Cc",1.41608349029243,103.836622435461,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon South Blk 875 Ds",1.41476320802964,103.836287026877,"Pre-School"
"Pcf Sparkletots Preschool @ Nee Soon South Blk 879 Cc",1.41450210768714,103.835974005467,"Pre-School"
"Pcf Sparkletots Preschool @ Pasir Ris East Blk 412 Cc",1.3733838142812,103.9550956813,"Pre-School"
"Pcf Sparkletots Preschool @ Pasir Ris East Blk 426 Ds",1.36995839383355,103.955787850586,"Pre-School"
"Pcf Sparkletots Preschool @ Pasir Ris West Blk 650 Cc",1.3787276306202,103.938075326981,"Pre-School"
"Pcf Sparkletots Preschool @ Paya Lebar Blk 221 Cc",1.35660452068997,103.88365063024,"Pre-School"
"Pcf Sparkletots Preschool @ Pioneer Blk 661b Cc",1.33584938492835,103.705525292345,"Pre-School"
"Pcf Sparkletots Preschool @ Pioneer Blk 694 Cc",1.34302580903886,103.70687961482,"Pre-School"
"Sunflower Preschool @ Clementi Pte. Ltd.",1.31377437922959,103.762535198813,"Pre-School"
"Sunflower Preschool @ Dakota Pte Ltd",1.30886331827089,103.885372683375,"Pre-School"
"Rainbow Childcare Pte Ltd",1.34634818389509,103.712429322544,"Pre-School"
"Rainbow Cove @ Alexandra Pte Ltd",1.27367657754602,103.801126950046,"Pre-School"
"Rainbow Cove @ Butterfly Pte. Ltd.",1.33440986407243,103.875537218964,"Pre-School"
"Rainbow Cove @ Sennett Pte. Ltd.",1.31635453693245,103.937810244099,"Pre-School"
"Rainbow Cove Educational Services Pte. Ltd.",1.31491236137918,103.937730372306,"Pre-School"
"Rainforest Schoolhouse Pte Ltd",1.32302456592695,103.849662336521,"Pre-School"
"Red Schoolhouse Pte Ltd",1.36013479212431,103.833707545955,"Pre-School"
"Redpony Centre Cashew Pte. Ltd.",1.37098930761903,103.766153468153,"Pre-School"
"Rosemary Hall Katong Pte. Ltd.",1.31117126263472,103.905755737207,"Pre-School"
"Rosyth Child Care Centre",1.35757878303637,103.869892401323,"Pre-School"
"Safari House Babies & Toddlers",1.30372830786114,103.789789731013,"Pre-School"
"Safari House Preschool",1.30415612880774,103.779206329855,"Pre-School"
"Safari House Preschool Bishan",1.34884335934228,103.840907484638,"Pre-School"
"Safari House Preschool Bt Batok",1.36650698454331,103.746847120427,"Pre-School"
"Safari House Preschool Bt Timah",1.34332078891647,103.775854163937,"Pre-School"
"Safari House Preschool Jurong",1.32969046247296,103.746960564488,"Pre-School"
"Safari House Preschool Jw",1.33841806131035,103.693768903089,"Pre-School"
"Safari House Preschool Lakeside",1.34594578286337,103.724619109274,"Pre-School"
"Safari House Preschool River Valley",1.29612889550707,103.830656869227,"Pre-School"
"Safari House Preschool Sengkang",1.39638961028195,103.875132780554,"Pre-School"
"Safari House Preschool Tampines",1.34282848633389,103.964089960717,"Pre-School"
"Safari House Preschool Thomson",1.38347429367756,103.828411906475,"Pre-School"
"Safari House Preschool Toa Payoh",1.33218811544371,103.847077803094,"Pre-School"
"Safari House Preschool Vanda",1.33167640749733,103.798359116123,"Pre-School"
"Safari House Preschool Woodlands",1.43475840112514,103.802721060087,"Pre-School"
"Safari House Preschool Yishun",1.43829537553929,103.843119060005,"Pre-School"
"Sail Playhouse Pte Ltd",1.44252597177773,103.817216049957,"Pre-School"
"Saint Elmo's Child Care",1.37607145261896,103.8809244082,"Pre-School"
"Sam's Early Learning Centre Pte Ltd",1.29544467511522,103.828018554224,"Pre-School"
"Sasco Child Care Centre",1.27176737731542,103.826621974003,"Pre-School"
"Sasco Child Care Centre Bedok",1.33288899508459,103.941309739956,"Pre-School"
"School House Bythegarden @ Hougang Pte. Ltd.",1.35885664432174,103.889428378272,"Pre-School"
"School House Bythegarden @ Sengkang Pte. Ltd.",1.39337423793923,103.900408419804,"Pre-School"
"Schoolhouse By The Bay",1.36196724402422,103.764266389757,"Pre-School"
"Schoolhouse By The Bay Pte. Ltd.",1.30059117423726,103.884748931359,"Pre-School"
"Sdm – Ichiban Preschool Pte Ltd",1.3375339437812,103.692497401393,"Pre-School"
"Sdm Childcare Centre Bartley Pte Ltd",1.34304827886658,103.882214225147,"Pre-School"
"Sdm Childcare Centre Jurong East Pte Ltd",1.33225989873967,103.748074843016,"Pre-School"
"Sdm Childcare Centre Pte. Ltd.",1.34891429261922,103.848662285969,"Pre-School"
"Sdm-Moriah Preschool Flora Vista Pte Ltd",1.39127591353785,103.850468734604,"Pre-School"
"Sdm-Moriah Preschool Greenwich Pte Ltd",1.38739538001147,103.869135982891,"Pre-School"
"Seedlings Montessori Alexandra Pte Ltd",1.2927033928985,103.81095896399,"Pre-School"
"Seeds Learning Place @ Tides Pte Ltd",1.30756130229714,103.906918879925,"Pre-School"
"Seventh-Day Adventist Conference Singapore - Adventist Schoolhouse",1.33557404138971,103.73811851831,"Pre-School"
"Sgm Little Kidz @ Rivervale",1.39522160729407,103.90480863136,"Pre-School"
"Sgm Murni",1.35911451891884,103.946078785643,"Pre-School"
"Shaws Cdlc @ Braddell Heights Pte Ltd",1.34714586588386,103.863051187593,"Pre-School"
"Shaws Cdlc @ Katong Private Limited",1.30591012646786,103.895203963923,"Pre-School"
"Shaws Cdlc @ Mountbatten Pte Ltd",1.30327610425702,103.899477736525,"Pre-School"
"Shaws Cdlc @ Mountbatten Pte. Ltd.",1.30307262527125,103.897062944941,"Pre-School"
"Shaws Cdlc @Lorong Chuan Pte. Ltd",1.35459824097405,103.859305481252,"Pre-School"
"Sheffield Kidsworld Cck Pte. Ltd.",1.38489826820126,103.741651463248,"Pre-School"
"Sheffield Kidsworld Sk Pte. Ltd.",1.38934560872141,103.903078601119,"Pre-School"
"Sheffield Kidsworld St Anne Pte. Ltd.",1.39104686012563,103.902958687328,"Pre-School"
"Sheffield Kidsworld Wlds Pte. Ltd.",1.43551868047208,103.799396942969,"Pre-School"
"Shooting Star Preschool Pte Ltd",1.35011505351761,103.838727573677,"Pre-School"
"Bibinogs Preschool K.a.",1.32313885832492,103.81067616506,"Pre-School"
"Blue House International School",1.33589728716014,103.795941519395,"Pre-School"
"Brainfit School House Pte. Ltd.",1.32710813170857,103.846374260603,"Pre-School"
"Brainy Bunch International Montessori",1.35916574128219,103.891524302176,"Pre-School"
"Brainy Bunch International Montessori Pasir Ris",1.36484626595443,103.964113175833,"Pre-School"
"British Council Singapore Pre-School",1.35638869589814,103.940884212615,"Pre-School"
"Bukit Panjang Methodist Church Kindergarten",1.36190360024981,103.767936368397,"Pre-School"
"Callidus Preschool",1.35760845055584,103.845962916789,"Pre-School"
"Calvary Pandan Kindergarten",1.32121263356366,103.745983723854,"Pre-School"
"Camelot At River Valley Pte. Ltd.",1.29202896506623,103.834255979831,"Pre-School"
"Canossian Convent Kindergarten",1.34556065505877,103.76430222495,"Pre-School"
"Catholic Kindergarten",1.36010502069796,103.881990499657,"Pre-School"
"Cavenur Kindergarten Pte. Ltd.",1.36001177535612,103.933043784538,"Pre-School"
"Cedan Kindergarten",1.39950941778841,103.906371608671,"Pre-School"
"Centre Of New Life Kindergarten",1.3493816179959,103.698883758933,"Pre-School"
"Cgm Kindergarten",1.37731135809545,103.746705228016,"Pre-School"
"Chen Li Kindergarten",1.30956660967899,103.880381141146,"Pre-School"
"Chengzhu Mandarin Kindergarten",1.30535120421258,103.788347378512,"Pre-School"
"Children's Vineyard Kindergarten",1.31233159790085,103.903418007443,"Pre-School"
"Chinese Kindergarten",1.28575140640772,103.835938249326,"Pre-School"
"Choa Chu Kang Bible Centre Kindergarten",1.39447144744344,103.74405435399,"Pre-School"
"Clementi Woods Kindergarten Llp",1.30287178230113,103.765810208111,"Pre-School"
"Coco-Ro Learning House",1.29819896463945,103.838024583204,"Pre-School"
"Darul Ghufran Mosque Kindergarten",1.35535423409214,103.939910572597,"Pre-School"
"Darul Makmur Mosque Kindergarten",1.43686614084217,103.834340340387,"Pre-School"
"Dayspring Kindergarten",1.41494972645652,103.898820546221,"Pre-School"
"Divinity Kindergarten",1.32671017499221,103.895045995009,"Pre-School"
"D'learning Sparks Montessori",1.32521087760898,103.913194640393,"Pre-School"
"Dreamkids Kindergarten @ East Gate Pte Ltd",1.30438465738332,103.90333864479,"Pre-School"
"Dynamic World Montessori Preschool",1.30816202979531,103.9093278394,"Pre-School"
"Smiling Star Singapore Pte. Ltd",1.37645074924611,103.77055880601,"Pre-School"
"Spring Brainy Kidz Bukit Batok Pte Ltd",1.3440935773583,103.746409176593,"Pre-School"
"Spring Brainy Kidz Potong Pasir Pte. Ltd.",1.33605593904761,103.863599517298,"Pre-School"
"Spring Brainy Kidz Sims Pte Ltd",1.31826223676275,103.881336906737,"Pre-School"
"Spring Brainy Kidz Group Pte. Ltd.",1.32987218973972,103.901929741512,"Pre-School"
"Sunflower Preschool @ Frankel Pte Ltd",1.31475090927289,103.918712283682,"Pre-School"
"Sunflower Preschool @ Hougang Pte. Ltd.",1.37231185642959,103.89366161203,"Pre-School"
"Sunflower Preschool @ Hougang Cc Private Limited",1.36475743233026,103.892622240184,"Pre-School"
"Sunflower Preschool @ Mindef Pte. Ltd.",1.28025102808892,103.814061668554,"Pre-School"
"Sunflower Preschool @ Nse Pte. Ltd.",1.43102087212488,103.838488083545,"Pre-School"
"Sunflower Preschool @ Pasir Ris Pte. Ltd.",1.37416560339562,103.957269545679,"Pre-School"
"Sunflower Preschool @ Punggol Field Pte. Ltd.",1.39953661469469,103.903245841228,"Pre-School"
"Sunflower Preschool @ Punggol Field Walk Pte. Ltd.",1.39296771803049,103.911961961758,"Pre-School"
"Sunflower Preschool @ Sembawang Pte Ltd",1.43703055769202,103.825927425837,"Pre-School"
"Sunflower Preschool @ Teck Ghee Pte Ltd",1.36833017622446,103.858495670042,"Pre-School"
"Sunflower Preschool @ West Rock Pte Ltd",1.35461319549669,103.739721663192,"Pre-School"
"Sunflower Preschool @ West Terra Pte Ltd",1.3524838120927,103.743414730055,"Pre-School"
"Sunflower Preschool @ Yishun Pte Ltd",1.4160048178369,103.844255316378,"Pre-School"
"Sunflower Preschool Pte. Ltd.",1.33740470597646,103.921774739638,"Pre-School"
"Sunflower Tinkleland Private Limited",1.33292969368805,103.894107726946,"Pre-School"
"Sunlife Educare Pte Ltd",1.33702298992088,103.910577195513,"Pre-School"
"Sunny Bunny Montessori Pte. Ltd.",1.38502441342409,103.825624201382,"Pre-School"
"Sunnytots Schoolhouse",1.42189632048505,103.839487409577,"Pre-School"
"Sunshine Kids Care Centre @ Tampines Pte. Ltd.",1.35727593530607,103.940381606709,"Pre-School"
"Sunshine Kids Care Centre Pte. Ltd.",1.39772042233194,103.906320169857,"Pre-School"
"Sunshine Kids Educare Private Limited",1.3671110482761,103.898249976877,"Pre-School"
"Sunshine Kids Preschool @Woodlands Pte Ltd",1.44300644257679,103.804098452693,"Pre-School"
"Super Talent Childcare Ltd",1.32273476343675,103.888103204418,"Pre-School"
"Supergenius Preschool Hbb Pte. Ltd.",1.32698498848448,103.931620621577,"Pre-School"
"Supergenius Preschool Oasis Pte. Ltd.",1.40287845319494,103.913195748836,"Pre-School"
"Superland Montessori Pre-School",1.28991401832023,103.831035214705,"Pre-School"
"Superland Pre-School 100 Am",1.27458820975744,103.843470739068,"Pre-School"
"Superland Pre-School Outram Pte Ltd",1.28485497423405,103.835333286803,"Pre-School"
"Superland Pre-School Pl Pte. Ltd.",1.31885610260134,103.894067163693,"Pre-School"
"Superland Pre-School Rmcc Pte Ltd",1.27593101840053,103.819753130978,"Pre-School"
"Superland Pre-School Tbcc Pte. Ltd.",1.28345251714881,103.831882714575,"Pre-School"
"Superland Pre-School Ue Square Pte. Ltd.",1.29203412988554,103.842695801634,"Pre-School"
"Superland Pre-School @ Kacc",1.28119257621547,103.843012853618,"Pre-School"
"Sweetlands Childcare Clementi 607 Pte. Ltd.",1.30423591620019,103.76785340406,"Pre-School"
"Sweetlands Childcare Farrer Rd 6 Pte. Ltd.",1.31731970176697,103.808057185694,"Pre-School"
"Sweetlands Childcare Je 316 Pte. Ltd.",1.34600651568385,103.732079821008,"Pre-School"
"Sweetlands Childcare Jw 484 Pte. Ltd.",1.34820887729052,103.72635775911,"Pre-School"
"Sweetlands Childcare Punggol 612 Pte. Ltd.",1.40461003130694,103.908665607626,"Pre-School"
"Sweetlands Childcare Woodlands @ Ace The Place Pte. Ltd.",1.42749277602918,103.792240772323,"Pre-School"
"Sweetlands Childcare Woodlands 608 Pte. Ltd.",1.43621968167538,103.796496135095,"Pre-School"
"Sweetlands Childcare Woodlands 643 Pte. Ltd.",1.43768526499497,103.801563714691,"Pre-School"
"Sweetlands Childcare Woodlands 886c Pte. Ltd.",1.43773145405962,103.794135765843,"Pre-School"
"Sweetlands Childcare Woodlands 896b Pte. Ltd.",1.43692442217175,103.792568796656,"Pre-School"
"Sweetlands Childcare Yishun 458 Pte. Ltd.",1.4206677598892,103.846141809457,"Pre-School"
"The Caterpillar's Cove Pte. Ltd.",1.3327625965271,103.771562462036,"Pre-School"
"The Children's Discovery Centre Pte Ltd",1.39208958616622,103.908281108633,"Pre-School"
"The Children's Place Pte Ltd",1.29837202200295,103.809602449225,"Pre-School"
"The Garden House Preschool Pte. Ltd.",1.34456537283741,103.767191404984,"Pre-School"
"The Glitter Rainbow Skool Pte. Ltd.",1.43625253228149,103.843001216659,"Pre-School"
"The Kids' Inn",1.31598944941792,103.889448080644,"Pre-School"
"The Kids' Inn Joo Chiat",1.31413666318797,103.898749499614,"Pre-School"
"Spring Brainy Kidz Pte. Ltd.",1.42615724781637,103.827449415493,"Pre-School"
"Spring Buds Learning Campus Pte Ltd",1.45026233424213,103.828389965464,"Pre-School"
"St Joseph's Home Infant And Childcare",1.3499016032929,103.708190855598,"Pre-School"
"St. Gerard's School Llp",1.30802739309345,103.880481033646,"Pre-School"
"Star Learners @ Ang Mo Kio Pte. Ltd.",1.36559244243234,103.848386745133,"Pre-School"
"Star Learners @ Bedok Pte. Ltd.",1.32422492191857,103.939855384359,"Pre-School"
"Star Learners @ Bishan Central Pte. Ltd.",1.34888843913816,103.849691988212,"Pre-School"
"Star Learners @ Bishan Pte. Ltd.",1.34755266659627,103.848880432156,"Pre-School"
"Star Learners @ Boon Keng Pte. Ltd.",1.31629995392767,103.860397467122,"Pre-School"
"Star Learners @ Bukit Batok Pte. Ltd.",1.35149318557995,103.754998123525,"Pre-School"
"Star Learners @ Bukit Merah Pte. Ltd.",1.27881989838495,103.827723718258,"Pre-School"
"Star Learners @ Bukit Panjang Pte Ltd",1.38633598828124,103.766165405087,"Pre-School"
"Star Learners @ Cck Central Pte Ltd",1.38065374266396,103.746367295709,"Pre-School"
"Star Learners @ Cck Sports Centre Pte. Ltd.",1.39066617023505,103.74792070975,"Pre-School"
"Star Learners @ Changi Simei Pte. Ltd.",1.34384909582691,103.950437529443,"Pre-School"
"Star Learners @ Gambas Pte Ltd",1.44477273561017,103.812740482752,"Pre-School"
"Star Learners @ Hougang Central Pte Ltd",1.3764722095517,103.893822116082,"Pre-School"
"Star Learners @ Hougang Pte Ltd",1.37120169855088,103.898290771477,"Pre-School"
"Star Learners @ Jurong Pte. Ltd.",1.32749326771441,103.753538117231,"Pre-School"
"Star Learners @ Jurong West Pte Ltd",1.35014247267864,103.696684594426,"Pre-School"
"Star Learners @ North East Pte. Ltd.",1.39550157613933,103.885784248377,"Pre-School"
"Star Learners @ One-North Pte Ltd",1.29569040996158,103.787502523586,"Pre-School"
"Star Learners @ Pasir Ris Pte. Ltd.",1.38234532725048,103.942370234285,"Pre-School"
"Star Learners @ Rivervale Pte Ltd",1.39282417330858,103.902400193046,"Pre-School"
"Star Learners @ Sembawang Pte. Ltd.",1.4394269206427,103.824597533283,"Pre-School"
"Star Learners @ Sembawang Way Pte. Ltd.",1.44956647883502,103.818641132796,"Pre-School"
"Star Learners @ Sengkang Pte. Ltd.",1.38199702773311,103.897031079978,"Pre-School"
"Star Learners @ Sengkang West Pte Ltd",1.38828679415132,103.865659442736,"Pre-School"
"Star Learners @ Siglap Pte. Ltd.",1.32270445340181,103.925267683124,"Pre-School"
"Star Learners @ Simei Pte. Ltd.",1.33784267119389,103.954981729195,"Pre-School"
"Star Learners @ Tampines East Pte Ltd",1.35114989995674,103.9547924886,"Pre-School"
"Star Learners @ Tampines Pte. Ltd.",1.35461516656808,103.947116641297,"Pre-School"
"Star Learners @ Tanjong Pagar Pte. Ltd.",1.27559619005356,103.842393168675,"Pre-School"
"Star Learners @ Telok Blangah Pte Ltd",1.27362997937476,103.808254905625,"Pre-School"
"Star Learners @ Toa Payoh Pte Ltd",1.33389588580643,103.857558828799,"Pre-School"
"Star Learners @ Ubi Pte Ltd",1.32935634662517,103.903220791547,"Pre-School"
"Star Learners @ Upper Bukit Timah Pte Ltd",1.3732830191584,103.772967399933,"Pre-School"
"Star Learners @ Woodlands 888 Pte Ltd",1.43767919710846,103.795136736247,"Pre-School"
"Star Learners @ Woodlands Circle Pte. Ltd.",1.44561187156803,103.79677744705,"Pre-School"
"Star Learners @ Woodlands Pte Ltd",1.43475840112514,103.802721060087,"Pre-School"
"Star Learners @ Yio Chu Kang Pte. Ltd.",1.37928493519875,103.84223222959,"Pre-School"
"Star Learners @ Yishun Pte Ltd",1.43625253228149,103.843001216659,"Pre-School"
"Star Learners @ Yung Ho Pte Ltd",1.32696553373981,103.724646634457,"Pre-School"
"Star Learners Pte Ltd",1.31650359296891,103.906017783983,"Pre-School"
"Star Learners Respect Pte. Ltd.",1.3614537573877,103.830796851406,"Pre-School"
"Sunflower @ Yunnan Pte Ltd",1.33944643156848,103.691990573853,"Pre-School"
"Sunflower Baby House Pte. Ltd.",1.33899462699317,103.793133806944,"Pre-School"
"Sunflower Childcare & Development Centre Pte Ltd",1.33342529195213,103.926679547784,"Pre-School"
"Sunflower Kiddy Star Preschool Pte Ltd",1.34830327201556,103.932451736632,"Pre-School"
"Sunflower Kinderhub  Llp",1.38059961087845,103.867423847286,"Pre-School"
"Sunflower Kinderhub @ Amk Llp",1.37269007054879,103.838223976363,"Pre-School"
"Sunflower Montessori Discovery Ark",1.38113912057694,103.947808125762,"Pre-School"
"Sunflower Preschool @ Amk Pte. Ltd.",1.37300749906274,103.83761242449,"Pre-School"
"Sunflower Preschool @ Balestier Pte. Ltd.",1.32379607020705,103.855670626143,"Pre-School"
"Sunflower Preschool @ Bedok Pte Ltd",1.32607594177421,103.933497475962,"Pre-School"
"Sunflower Preschool @ Bedok South Pte Ltd",1.31904851399425,103.945622116177,"Pre-School"
"Agape Montessori House Kindergarten",1.37837963785981,103.832183441332,"Pre-School"
"Al - Amin Pre-School",1.3545494344309,103.959900189822,"Pre-School"
"Al - Amin Preschool Pasir Ris",1.3727690553365,103.946510452453,"Pre-School"
"Al - Ansar Mosque Kindergarten",1.32698961847406,103.926353888519,"Pre-School"
"Al - Iman Mosque Kindergarten",1.37814088256746,103.772732871604,"Pre-School"
"Al - Istighfar Mosque Kindergarten",1.37099780289622,103.964110389053,"Pre-School"
"Al - Istiqamah Mosque Kindergarten",1.36920170010691,103.87562664331,"Pre-School"
"Al - Khair Mosque Kindergarten",1.38261285145337,103.749937140946,"Pre-School"
"Al - Mukminin Mosque Kindergarten",1.33921643619988,103.741421886454,"Pre-School"
"Al - Muttaqin Mosque Kindergarten",1.37052179738256,103.84590479448,"Pre-School"
"Al-Nasry @ Jurong West Kindergarten",1.34729336126159,103.699193661791,"Pre-School"
"Al-Nasry @ Sengkang South",1.37880333068027,103.890373634981,"Pre-School"
"An - Nur Mosque Kindergarten",1.44072762760387,103.771877537242,"Pre-School"
"Ang Mo Kio Methodist Church Kindergarten",1.36711199290138,103.835333631377,"Pre-School"
"Ar - Raudhah Mosque Kindergarten",1.35166029008021,103.756001923347,"Pre-School"
"Arise Kindergarten",1.34462142910415,103.775707049942,"Pre-School"
"Assyakirin Mosque Kindergarten",1.33544839679201,103.719566219994,"Pre-School"
"Banyan Tree Education @ Amk Pte. Ltd.",1.37792345234586,103.875389836619,"Pre-School"
"Barker Road Methodist Church Kindergarten",1.31918221398828,103.8344894946,"Pre-School"
"Bedok Methodist Church Kindergarten",1.32375594182422,103.95394521227,"Pre-School"
"Bello Bambini Montessori Pte Ltd",1.34884335934228,103.840907484638,"Pre-School"
"Bethany Kindergarten",1.34425557500804,103.881861644979,"Pre-School"
"Bethel Kinderlites",1.32176642868488,103.88667279475,"Pre-School"
"Bethesda Ang Mo Kio Kindergarten",1.3746831400499,103.83730702166,"Pre-School"
"Bethesda Bedok-Tampines Kindergarten",1.33121916051238,103.934743789896,"Pre-School"
"Bethesda Bukit Arang Kindergarten",1.34944975482864,103.867434210227,"Pre-School"
"Bethesda Depot Walk Kindergarten",1.28188712349473,103.814161010439,"Pre-School"
"Bethesda Katong Kindergarten",1.31680130749558,103.918409415348,"Pre-School"
"Bethesda Pasir Ris Kindergarten",1.36794698202428,103.964444243625,"Pre-School"
"Bethesda Chapel Kindergarten",1.32064873039785,103.910032017265,"Pre-School"
"Pcf Sparkletots Preschool @ Hong Kah North Blk 338 Kn",1.36353416384198,103.750672681713,"Pre-School"
"Pcf Sparkletots Preschool @ Hong Kah North Blk 750 Kn",1.34793710590411,103.699191896846,"Pre-School"
"Pcf Sparkletots Preschool @ Jurong Central Blk 490 Kn",1.34958659091958,103.727240367407,"Pre-School"
"Pcf Sparkletots Preschool @ Jurong Spring Blk 465 Kn",1.35012594983806,103.723209577902,"Pre-School"
"Pcf Sparkletots Preschool @ Kaki Bukit Blk 519 Kn",1.33087464133037,103.928059100985,"Pre-School"
"Pcf Sparkletots Preschool @ Kaki Bukit Blk 526 Kn",1.33421551578193,103.929129823959,"Pre-School"
"Pcf Sparkletots Preschool @ Kampong Chai Chee Blk 135 Kn",1.32873200878091,103.936506735481,"Pre-School"
"Pcf Sparkletots Preschool @ Kampong Chai Chee Blk 775 Kn",1.33655000875482,103.93582197693,"Pre-School"
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 326 Kn",1.32717743248404,103.903801524218,"Pre-School"
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 59 Kn",1.32488916006591,103.92024673054,"Pre-School"
"Pcf Sparkletots Preschool @ Kolam Ayer Blk 64 Kn",1.32036883993844,103.868340800907,"Pre-School"
"Pcf Sparkletots Preschool @ Macpherson Blk 108 Kn",1.31901275469313,103.885168796429,"Pre-School"
"Pcf Sparkletots Preschool @ Macpherson Blk 31 Kn",1.3296823206226,103.88540800234,"Pre-School"
"Pcf Sparkletots Preschool @ Tampines-Changkat Blk 318 Kn",1.35146093936106,103.956074917564,"Pre-School"
"Early Years Montessori",1.32578167482033,103.766715020331,"Pre-School"
"Edelweiss Kindergarten Sembawang Presbyterian Church",1.441244338229,103.825619958856,"Pre-School"
"Elite Learning Kindergarten Pte Ltd",1.34435136562996,103.697497316312,"Pre-School"
"En-Naeem Mosque Kindergarten",1.36092931254353,103.892551076247,"Pre-School"
"Etonhouse International Research Preschool",1.30277935295747,103.888926442678,"Pre-School"
"Evangel Kindergarten",1.43949658287091,103.791761373526,"Pre-School"
"Faith Kindergarten",1.30261424460035,103.797294498346,"Pre-School"
"Far Eastern Kindergarten",1.31594489461724,103.837950231413,"Pre-School"
"First Step Montessori House",1.42615724781637,103.827449415493,"Pre-School"
"Foochow Methodist Church Kindergarten",1.30894456814707,103.851699016384,"Pre-School"
"Galilee Kindergarten",1.32176984141743,103.746228330603,"Pre-School"
"Gate Junior Preschool",1.32242029941979,103.949903049914,"Pre-School"
"Glory Kindergarten",1.33828864435804,103.775479086493,"Pre-School"
"Good Shepherd Convent Kindergarten",1.31121730631032,103.932553752065,"Pre-School"
"Grace House @ Tanglin",1.29430566123724,103.816385924747,"Pre-School"
"Grace House @ Trbk Pte Ltd",1.31486728618646,103.844295028715,"Pre-School"
"Grace House Kindergarten",1.36467949708283,103.747427339514,"Pre-School"
"Hanis Montessori Kindergarten Choa Chu Kang",1.39038150426611,103.747115975931,"Pre-School"
"Hanis Montessori Kindergarten Enterprise One",1.33274847724842,103.902616367273,"Pre-School"
